filename,chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,ADI,ACItf,BI,TE,ESM,NDSI,P,M,MIDBNT,MD,FM,SF,cluster,label
13654-SM5071__0__20170202_034000.wav,0.6906947493553162,1657.1564688045444,2543.075989630411,5489.70847115059,0.0,1.6957773224091097,45163.0381056888,0.9998860949691919,0.9666295685606274,0.9213548824580524,24.430695032444266,789.2551912097584,0.02185792349726776,-100.3515102931758,-8.764474328796691,40.12262010814302,0.10464484240912798,Cluster7,Alta
13654-SM5071__0__20170214_125000.wav,0.903377115726471,1637.0150068320786,3035.014861867248,5725.157047425261,0.0,0.4861957288406197,44696.40425391966,0.9999703100610113,0.9210593332855597,0.34903141174313035,2.072344865910501,780.0012714951481,0.12724434035909446,-100.3515102931758,-9.474841649796444,40.17818647032841,0.37574281523040587,Cluster7,Alta
13654-SM5071__0__20170124_155000.wav,0.8870907425880432,2111.6953093008638,3435.153117952596,7233.906257558533,3.0234133126934986e-06,0.6031090329762611,44632.05139868021,0.9999229978706837,0.8859953267375777,-0.005463380451628304,0.9891326117731423,781.472125060465,0.0624512099921936,-100.3515102931758,-10.95477928839765,40.19327299502603,0.17218933688944796,Cluster7,Alta
13654-SM5071__0__20170216_062000.wav,0.9049793481826782,891.7600790239195,2202.454371291101,1938.7632765637093,0.0,1.4680663891869272,44912.396001174515,0.9999872953222634,0.9857998759834412,0.45495987682917055,2.669454623569335,788.1035579369945,0.12724434035909446,-100.3515102931758,-9.099078787308573,40.06580881542775,0.609970311841312,Cluster7,Alta
13654-SM5071__0__20170216_161000.wav,0.9058190584182739,707.0124308029352,1926.1555257350742,949.0192614103619,0.0,0.47085141624342974,44720.80350948832,0.9999814889227127,0.9584015318981717,-0.4436798829753084,0.38534866599246387,778.089187250944,0.12334113973458236,-100.3515102931758,-8.511959709908513,40.13708860875024,0.33411903051322517,Cluster7,Alta
13654-SM5071__0__20170216_093000.wav,0.9062668681144714,886.6460662894145,2212.119007917062,1813.0890364986456,0.0,0.8739306392406703,44776.016885079385,0.9999886684700714,0.9908038219248485,0.41368774396148245,2.411151616568989,787.1467005566133,0.12724434035909446,-100.3515102931758,-8.803039935356406,40.07065208268262,0.6495106555888771,Cluster7,Alta
13654-SM5071__0__20170215_131000.wav,0.907453715801239,1004.372766280053,2313.718819045814,2386.893900112471,0.0,1.7883394879370331,45188.18899001973,0.9999822305395423,0.9565902615911112,0.12886297235142063,1.2958500632196857,782.1951907550164,0.12724434035909446,-100.3515102931758,-8.969600318136898,40.026258241013295,0.4661083619411945,Cluster7,Alta
13654-SM5071__0__20170216_175000.wav,0.9074634313583374,767.8993215426221,1927.4307750553432,1536.6157082950367,0.0,0.596222406627396,45155.505468786476,0.9999777351812231,0.9669844030456144,0.12346549712660004,1.2817128058778366,785.0171476995273,0.12724434035909446,-100.3515102931758,-8.900993152071717,40.011861507266765,0.30818675226877096,Cluster7,Alta
13654-SM5071__0__20170126_195000.wav,0.6252944469451904,2374.7700648600157,2939.672397388676,6621.684959576964,0.0,1.7009614916712477,46111.22464832429,0.9997850766831547,0.9692086575958828,0.9373637429000675,30.93038812662634,789.176534087564,0.02419984387197502,-100.3515102931758,-10.296549322595117,40.065943164020545,0.09110583770760522,Cluster7,Alta
13654-SM5071__0__20170222_043000.wav,0.8054776787757874,1256.2637579901227,2372.8899460617836,4053.042158475232,0.0,0.4177745276249009,45073.12791833314,0.9999615893384173,0.973048588551785,0.869657685688094,14.344211206915109,791.5515085778011,0.06947697111631537,-100.3515102931758,-9.19536790568239,40.05641228161073,0.2591063150094873,Cluster7,Alta
13654-SM5071__0__20170126_163000.wav,0.9131909608840942,1270.3282371822422,2717.2275754045254,3605.1365335659348,0.0,1.093212488145655,44951.22374597122,0.999970476052952,0.9377470905522147,-0.14398650687509643,0.7482723685816737,774.6772498489476,0.0936768149882904,-100.3515102931758,-9.36206628703084,40.09432955626667,0.3199828353072129,Cluster7,Alta
13654-SM5071__0__20170126_221000.wav,0.7468497157096863,1855.671143881489,2681.1598573031542,5785.965013061145,0.0,1.6412265143324478,45479.301482394265,0.9998501408574706,0.9696452452715596,0.9135887847742532,22.145143773005124,789.0740691171236,0.02810304449648712,-100.3515102931758,-9.381011119393264,40.15829925761181,0.09375212477332462,Cluster7,Alta
13654-SM5071__0__20170124_202000.wav,0.7880405783653259,1550.1341217788076,2474.611693155928,4565.447393364212,0.0,1.3592656635344715,45527.71160956643,0.9999070053515428,0.9688399789185989,0.8573946219809236,13.02471651337343,790.0572519134737,0.039032006245121,-100.3515102931758,-9.773747121005016,40.10406444997216,0.11353132442093251,Cluster7,Alta
13654-302143__0__20170202_104000.wav,0.8998215794563293,1636.6280343316967,2832.1013477927618,5118.460716034975,0.0,0.5387763049909011,45794.976583742726,0.9997009365407902,0.9564450506905795,0.24113822308937002,1.6355260745140112,763.1411978407568,0.0,-100.3515102931758,-11.36776447888823,39.96234763966285,0.35291948131046014,Cluster6,Alta
